10 3.299e-08
1010 7.3811e-07
2010 1.36211e-06
3010 2.01277e-06
4010 2.73683e-06
5010 3.34794e-06
6010 3.98642e-06
7010 4.6332e-06
8010 5.41176e-06
9010 5.95954e-06
10010 6.84087e-06
11010 7.26559e-06
12010 8.04018e-06
13010 8.62981e-06
14010 9.27552e-06
15010 1.01008e-05
16010 1.0611e-05
17010 1.14294e-05
18010 1.19245e-05
19010 1.25828e-05
20010 1.32144e-05
21010 1.39448e-05
22010 1.45991e-05
23010 1.52223e-05
24010 1.59591e-05
25010 1.66415e-05
26010 1.76041e-05
27010 1.14693e-05
28010 6.17045e-06
29010 6.34996e-06
30010 6.62422e-06
31010 6.77404e-06
32010 7.05871e-06
33010 7.20633e-06
34010 7.48696e-06
35010 7.67887e-06
36010 7.94214e-06
37010 9.07797e-06
38010 8.77028e-06
39010 8.82192e-06
40010 9.20354e-06
41010 9.2222e-06
42010 9.45625e-06
43010 9.51961e-06
44010 9.81026e-06
45010 1.00525e-05
46010 1.00734e-05
47010 1.02894e-05
48010 1.0524e-05
49010 1.065e-05
50010 1.08598e-05
51010 1.12102e-05
52010 1.13169e-05
53010 1.17147e-05
54010 1.20718e-05
55010 1.20204e-05
56010 1.22059e-05
57010 1.24127e-05
58010 1.26434e-05
59010 1.28668e-05
60010 1.31972e-05
61010 9.96454e-05
62010 0.000180927
63010 0.000184511
64010 0.00018978
65010 0.00019297
66010 0.000193593
67010 0.000196279
68010 0.000201007
69010 0.000202138
70010 0.000205688
71010 0.000209482
72010 0.000212772
73010 0.000214269
74010 0.000209529
75010 0.000187633
76010 0.00019015
77010 0.0001939
78010 0.00019414
79010 0.000197966
80010 0.000200428
81010 0.000202661
82010 0.000205348
83010 0.000205646
84010 0.000210791
85010 0.000212781
86010 0.000172591
87010 3.94848e-05
88010 4.01298e-05
89010 4.0495e-05
90010 4.09655e-05
91010 4.18426e-05
92010 4.18272e-05
93010 4.26987e-05
94010 4.28126e-05
95010 4.33342e-05
96010 4.39698e-05
97010 4.41426e-05
98010 4.46514e-05
99010 4.56064e-05
100010 4.5628e-05
101010 4.64721e-05
102010 9.52415e-06
103010 2.23588e-06
104010 2.27408e-06
105010 2.27552e-06
106010 2.33251e-06
107010 2.32286e-06
108010 2.34985e-06
109010 2.398e-06
110010 2.40814e-06
111010 2.42826e-06
112010 2.42832e-06
113010 2.45379e-06
114010 2.48368e-06
115010 2.48564e-06
116010 2.54247e-06
117010 0.000134164
118010 0.000135309
119010 0.000135948
120010 0.000138136
121010 0.000137679
122010 0.000139166
123010 0.000142065
124010 0.00014269
125010 0.000144442
126010 0.000143938
127010 0.00010168
128010 9.00979e-05
129010 9.08652e-05
130010 9.17872e-05
131010 9.42915e-05
132010 9.22485e-05
133010 9.2976e-05
134010 9.40663e-05
135010 9.44284e-05
136010 9.50265e-05
137010 0.000156105
138010 0.000248853
139010 0.000251488
140010 0.000253411
141010 0.000254279
142010 0.000255569
143010 0.000257845
144010 0.000260838
145010 0.000222718
146010 0.000200383
147010 0.000201358
148010 0.000204059
149010 0.000204451
150010 0.000205582
151010 0.000207009
152010 0.000210951
153010 0.000329132
154010 0.000390971
155010 0.000390381
156010 0.000393502
157010 0.000394239
158010 0.000395982
159010 0.000261269
160010 7.91528e-05
161010 7.95262e-05
162010 8.01426e-05
163010 8.08915e-05
164010 8.19226e-05
165010 8.15581e-05
166010 8.23301e-05
167010 8.32416e-05
168010 3.87548e-05
169010 7.50715e-06
170010 7.62459e-06
171010 7.74347e-06
172010 7.72415e-06
173010 7.69312e-06
174010 7.74597e-06
175010 7.77991e-06
176010 7.8637e-06
177010 4.83978e-05
178010 0.000208693
179010 0.000209746
180010 0.000209489
181010 0.000214274
182010 0.000213518
183010 0.000214532
184010 0.000290148
185010 0.000428012
186010 0.00043187
187010 0.000435762
188010 0.00043982
189010 0.000437013
190010 5.55535e-05
191010 5.56372e-05
192010 5.59827e-05
193010 5.56993e-05
194010 5.58407e-05
195010 5.64151e-05
196010 5.6601e-05
197010 9.6469e-05
198010 0.000278859
199010 0.000278691
200010 0.000281249
201010 0.000283733
202010 0.000282818
203010 0.000261028
204010 0.000196444
205010 0.000197316
206010 0.000199154
207010 0.000199925
208010 0.000201513
209010 0.000200541
210010 0.00043913
211010 0.00044162
212010 0.000440579
213010 0.000440551
214010 0.000440285
215010 0.000354554
216010 0.000357613
217010 0.000359933
218010 0.000360798
219010 0.000362496
220010 0.000585305
221010 0.000610361
222010 0.000615768
223010 0.000614454
224010 0.000555139
225010 0.000518459
226010 0.000525316
227010 0.000527703
228010 0.00042179
229010 7.03466e-05
230010 7.02822e-05
231010 7.06109e-05
232010 7.13111e-05
233010 7.07029e-05
234010 7.18649e-05
235010 0.000261603
236010 0.000339258
237010 0.000340505
238010 0.000339734
239010 0.000343025
240010 0.000266889
241010 0.000239013
242010 0.000240032
243010 0.000241227
244010 0.000242378
245010 0.000357819
246010 0.000522707
247010 0.000524698
248010 0.000528966
249010 0.000412521
250010 2.38005e-05
251010 2.39797e-05
252010 2.42332e-05
253010 2.43734e-05
254010 2.42047e-05
255010 2.44371e-05
256010 0.000297885
257010 0.000317424
258010 0.000319797
259010 0.000320485
260010 0.000379004
261010 0.000617319
262010 0.000623698
263010 0.000624735
264010 0.000400707
265010 8.86625e-05
266010 8.94212e-05
267010 8.93156e-05
268010 8.88796e-05
269010 8.95287e-05
270010 0.000697363
271010 0.000838263
272010 0.000829656
273010 0.000770964
274010 0.000719072
275010 0.000716407
276010 0.000714488
277010 0.0005948
278010 0.000600385
279010 0.000598175
280010 0.000383743
281010 3.55038e-05
282010 3.55573e-05
283010 3.56208e-05
284010 3.55766e-05
285010 3.57977e-05
286010 0.000660695
287010 0.00082221
288010 0.000822814
289010 0.000465565
290010 0.000237774
291010 0.000239252
292010 0.000235351
293010 0.000248321
294010 0.000568237
295010 0.000571497
296010 0.000570743
297010 0.00053077
298010 0.000444242
299010 0.00044692
300010 0.000449984
301010 0.000378114
302010 0.000313262
303010 0.000316067
304010 0.000316826
305010 0.000435248
306010 0.000670785
307010 0.000670728
308010 0.000677511
309010 0.000536298
310010 0.000536936
311010 0.000541862
312010 0.000696095
313010 0.000899358
314010 0.000904105
315010 0.00057745
316010 0.000274093
317010 0.000267335
318010 0.000268687
319010 0.000394256
320010 0.00063133
321010 0.000639151
322010 0.000645233
323010 0.00100352
324010 0.00100094
325010 0.00096329
326010 0.000856619
327010 0.000859904
328010 0.000810333
329010 0.000750047
330010 0.000747188
331010 0.000507377
332010 6.06267e-05
333010 6.10162e-05
334010 6.08272e-05
335010 6.11548e-05
336010 0.000671398
337010 0.000966142
338010 0.000969318
339010 0.000324666
340010 0.000285619
341010 0.000285197
342010 0.000287505
343010 0.000144205
344010 0.00014273
345010 0.00014299
346010 0.000143417
347010 0.000771549
348010 0.00108345
349010 0.00107213
350010 0.000938734
351010 0.000943328
352010 0.00087563
353010 0.000787678
354010 0.000792809
355010 0.000397562
356010 6.93395e-05
357010 6.90058e-05
358010 6.9037e-05
359010 0.00013834
360010 0.000482011
361010 0.00048833
362010 0.000485871
363010 0.000348184
364010 0.000320693
365010 0.000324166
366010 0.000423084
367010 0.000749151
368010 0.000741386
369010 0.000469257
370010 5.2544e-07
371010 5.2237e-07
372010 5.44535e-07
373010 5.34755e-07
374010 0.000990698
375010 0.00103133
376010 0.00066012
377010 0.000258985
378010 0.000261187
379010 0.000259614
380010 0.000610837
381010 0.000695832
382010 0.000692513
383010 0.00111187
384010 0.00113565
385010 0.000680717
386010 0.000354702
387010 0.000357854
388010 0.000323661
389010 0.000183161
390010 0.000183822
391010 0.000184017
392010 0.000388912
393010 0.000629424
394010 0.000634085
395010 0.000533612
396010 0.000460433
397010 0.000460166
398010 0.000643676
399010 0.000907575
400010 0.00091367
401010 0.000763529
402010 0.000739891
403010 0.000710729
404010 0.000561717
405010 0.000560795
406010 0.000677488
407010 0.00103801
408010 0.00103569
409010 0.000295593
410010 0.000200991
411010 0.000199908
412010 0.000136923
413010 2.1522e-05
414010 2.18061e-05
415010 2.18527e-05
416010 0.000541685
417010 0.00115911
418010 0.000964929
419010 0.000310455
420010 0.000315305
421010 0.000314639
422010 0.000788738
423010 0.00079585
424010 0.000713525
425010 0.00060715
426010 0.000609763
427010 0.000478904
428010 0.000411556
429010 0.000415647
430010 0.000299242
431010 0.000229539
432010 0.000229856
433010 0.00017123
434010 3.55648e-05
435010 3.5655e-05
436010 3.60825e-05
437010 0.000336119
438010 0.000539273
439010 0.000532582
440010 0.000932037
441010 0.00102722
442010 0.000935115
443010 0.000839548
444010 0.000827671
445010 0.000644797
446010 0.000642696
447010 0.000553844
448010 0.000449016
449010 0.000451265
450010 0.000761584
451010 0.000964474
452010 0.000905833
453010 0.000760112
454010 0.000766092
455010 0.00123013
456010 0.00129828
457010 0.000508542
458010 0.000361337
459010 0.000359616
460010 0.000178799
461010 0.000158793
462010 0.000160022
463010 0.00049851
464010 0.000682046
465010 0.000659591
466010 0.000478028
467010 0.000476816
468010 0.000681807
