 
9 1.83333e-06
10 4.90909e-06
11 2.6e-06
12 5.75e-06
13 2.66667e-06
14 6.5e-06
15 2.28889e-05
16 3.5e-06
17 0.000123125
18 1.25556e-05
19 0.000185
20 2.09e-05
21 0.133041
22 3.84e-05
23 0.219517
