2500000 0.00651051
5000000 0.0131032
7500000 0.0195342
10000000 0.0259947
12500000 0.0325006
15000000 0.0389583
17500000 0.0454902
20000000 0.0519137
22500000 0.0587586
25000000 0.0515339
27500000 0.0567071
30000000 0.06186
32500000 0.0668943
35000000 0.0719752
37500000 0.0772665
40000000 0.136625
42500000 0.145587
45000000 0.15858
47500000 0.136402
50000000 0.144017
52500000 0.151998
55000000 0.130048
57500000 0.135966
60000000 0.145648
62500000 0.240342
65000000 0.240517
67500000 0.250527
70000000 0.091563
72500000 0.0939183
75000000 0.19745
77500000 0.203933
80000000 0.0182411
82500000 0.0187578
85000000 0.0194538
87500000 0.303182
90000000 0.311366
92500000 0.276005
95000000 0.0485945
97500000 0.0498135
100000000 0.0512041
